EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
315357,ASHTABULA CO.,PIERPONT,05/26/2011,1535,Tornado, ,EF0,0,0,200000,0,OH,EST-5, ,50279,C,7,CLE,0,0,NWS Storm Survey, ,1.2,100,1,W,0,WSW,PIERPONT,05/26/2011,1537,41.7483,-80.5964,41.7485,-80.573,"An EF0 tornado touched down west of Pierpont near the intersection of Lewis Road and State Route 167.  The tornado continued east along State Route 167 for just over a mile before lifting just west of the center of Pierpont.  Ten homes and buildings along the damage path sustained damage, mainly from lost roofing or siding.  Many trees were also downed.  Straight line winds may have contributed to the damage path which was no more than 100 yards in width.","Between May 25th and May 26th heavy rainfall occurred as a warm front lifted north across the area. A strong southerly flow, ahead of a cold front, transported very moist air through Tennessee, Kentucky and into Ohio on the 25th. Surface dew points were in the 60s. Wave after wave in the mid and upper levels helped trigger widespread showers, with embedded thunderstorms. High rainfall rates of over an inch per hour occured with the stronger storms, resulting in widespread flood warnings across Northern Ohio. The showers continued into the evening hours, and then reformed early on the 26th. By this point the ground was saturated and streams and creeks were running high. Additional storms compounded lingering flooding conditions, necessitating a second round of widespread flood warnings. Numerous state and local routes in the area were closed because of the quickly rising and flowing water.",126
313498,MERCER CO.,COLDWATER,05/26/2011,1838,Tornado, ,EF0,0,0,0,0,OH,EST-5, ,52477,C,107,ILN,0,0,Law Enforcement, ,0.07,10,5,S,4,SSW,CRANBERRY PRAIRIE,05/26/2011,1839,40.3276,-84.62,40.3283,-84.619,"A brief tornado touchdown was observed.  No damage occurred with the tornado.","A weak shortwave spinning around a strong low pressure system triggered severe thunderstorms during the afternoon of May 26th.",127
313512,DARKE CO.,GETTYSBURG,05/26/2011,1905,Tornado, ,EF0,0,0,0,0,OH,EST-5, ,52477,C,37,ILN,0,0,Law Enforcement, ,0.12,10,1,SSE,1,SSE,GETTYSBURG,05/26/2011,1906,40.107,-84.493,40.1079,-84.491,"A tornado briefly touched down. No damage was reported.","A weak shortwave spinning around a strong low pressure system triggered severe thunderstorms during the afternoon of May 26th.",128
320575,BROWN CO.,GRGETWN BROWN CO ARP,06/27/2011,1854,Tornado, ,EF1,0,0,90000,0,OH,EST-5, ,53551,C,15,ILN,0,0,NWS Storm Survey, ,1.58,100,2,SE,3,WSW,RUSSELLVILLE,06/27/2011,1858,38.8564,-83.8561,38.8602,-83.8271,"The tornado touched down north of the intersection of US Highway 68 and State Route 125. The tornado moved east through several wooded areas where it snapped and uprooted numerous trees. The tornado then crossed State Route 125 near Township Highway 15 where it demolished four small barns. The tornado then lifted just before crossing County Highway 77. The maximum estimated wind speed based on damage was 90 miles per hour.","A warm front lifting northward across the Ohio Valley combined with moderate low level shear during the afternoon and evening hours. This helped to produce scattered thunderstorms across south central Ohio. Some of these storms produced funnel clouds and tornadoes.",129
320577,PIKE CO.,DUKE,06/27/2011,1953,Tornado, ,EF0,0,0,3000,0,OH,EST-5, ,53551,C,131,ILN,0,0,NWS Storm Survey, ,1.52,50,1,NW,2,N,DUKE,06/27/2011,1957,39.013,-83.236,39.03,-83.218,"A weak tornado touched down along Laurel Ridge Road and moved northeastward. Damage along the path consisted mainly of trees broken off and uprooted. There were also branches and portions of trees blown inward toward the center of the path. The maximum estimated wind speed based on damage was 80 miles per hour.","A warm front lifting northward across the Ohio Valley combined with moderate low level shear during the afternoon and evening hours. This helped to produce scattered thunderstorms across south central Ohio. Some of these storms produced funnel clouds and tornadoes.",130
320576,CLINTON CO.,NEW ANTIOCH,06/27/2011,1954,Tornado, ,EF0,0,0,0,0,OH,EST-5, ,53551,C,27,ILN,0,0,Amateur Radio, ,0.02,25,1,W,1,W,NEW ANTIOCH,06/27/2011,1955,39.4,-83.76,39.4001,-83.7597,"The tornado briefly touched down near Accomodation Road between State Route 73 and State Route 134. The tornado lifted up dirt in a field into the circulation. No damage was reported. The maximum wind speed was estimated at 65 miles per hour.","A warm front lifting northward across the Ohio Valley combined with moderate low level shear during the afternoon and evening hours. This helped to produce scattered thunderstorms across south central Ohio. Some of these storms produced funnel clouds and tornadoes.",131
344684,GEAUGA CO.,SCOTLAND,08/24/2011,2340,Tornado, ,EF1,0,0,300000,0,OH,EST-5, ,57410,C,55,CLE,0,0,NWS Storm Survey, ,2.91,50,1,NW,1,SE,CHESTERLAND,08/24/2011,2350,41.5306,-81.3629,41.5103,-81.3136,"An EF1 tornado touched down west of Chesterland just to the north of the intersection of U.S. Route 322 and Caves Road.  The tornado then traveled east southeast through Chesterland and finally lifted north of the intersection of Sperry and Cedar Roads.  The damage path was nearly three miles in length and up to 50 yards in width.  Dozens of trees were downed along the damage path.  Some homes and businesses in Chesterland sustained roof and siding damage.  Many windows were also blown out.","A very strong cold front moved across the Upper Ohio Valley during the evening hours of August 24th and early morning hours of the 25th.  Showers and thunderstorms  developed in association with this front late in the evening of the 24th and continued into the early morning hours of the 25th.  Strong downburst winds caused damage in Huron and Sandusky Counties.  A tornado touched down in Geauga County.",132
369430,CLERMONT CO.,MOSCOW,03/02/2012,1646,Tornado, ,EF3,3,13,5660000,0,OH,EST-5, ,61699,C,25,ILN,0,0,NWS Storm Survey, ,11.04,440,1,NW,3,ESE,WIGGONSVILLE,03/02/2012,1658,38.859,-84.2328,38.9035,-84.0357,"The tornado initially touched down in south central Campbell County at 1639 EST near Peach Grove Road and crossed Fisher Road northwest of Peach Grove. The tornado then crossed into Pendleton County at 1641 EST after producing high end EF3 damage along Reid Ridge Road near the Campbell and Pendleton County line. The tornado then moved across Mays Road producing significant and widespread EF2 to low end EF3 damage. The tornado then crossed AA highway and eventually the Ohio River, after crossing Kentucky Highway 8. Based on the damage surveyed, the maximum wind speed of the tornado was estimated to be 160 miles per hour in Campbell County and 140 miles per hour in Pendleton County. The tornado traveled a total of 2.68 miles in Campbell County, and 4 miles in Pendleton County. The tornado then moved into Clermont County Ohio at 1646 EST, where it hit the town of Moscow, causing EF3 damage. The tornado continued on the ground across Clermont County, crossing into Brown County at 1658 EST. The tornado then lifted south of Hamersville in western Brown County at 1702 EST. This tornado caused extensive damage to structures and trees along its entire path on both sides of the Ohio River. Numerous homes were very heavily damaged or destroyed. Many homes lost their roofs, having complete exterior wall failure. Some modular homes were completely removed from their foundations, lifted, and thrown in excess of 100 yards where they were destroyed. The damage in Ohio from this tornado was consistent with maximum winds estimated at 160 miles per hour in Clermont County, and 100 miles per hour in Brown County. The tornado traveled a total of 11.04 miles in Clermont County, and 2.69 miles in Brown County.","Thunderstorms developed during the afternoon in a high wind shear environment ahead of a strengthening low pressure system. Many of these storms became severe, with large hail, damaging thunderstorm winds, and tornadoes all being the main threats.",133
369434,BROWN CO.,MAPLE,03/02/2012,1658,Tornado, ,EF1,0,0,500000,0,OH,EST-5, ,61699,C,15,ILN,0,0,NWS Storm Survey, ,2.69,440,0,NW,1,NNW,FEESBURG,03/02/2012,1702,38.9035,-84.0357,38.8978,-83.9863,"The tornado initially touched down in south central Campbell County at 1639 EST near Peach Grove Road and crossed Fisher Road northwest of Peach Grove. The tornado then crossed into Pendleton County at 1641 EST after producing high end EF3 damage along Reid Ridge Road near the Campbell and Pendleton County line. The tornado then moved across Mays Road producing significant and widespread EF2 to low end EF3 damage. The tornado then crossed AA highway and eventually the Ohio River, after crossing Kentucky Highway 8. Based on the damage surveyed, the maximum wind speed of the tornado was estimated to be 160 miles per hour in Campbell County and 140 miles per hour in Pendleton County. The tornado traveled a total of 2.68 miles in Campbell County, and 4 miles in Pendleton County. The tornado then moved into Clermont County Ohio at 1646 EST, where it hit the town of Moscow, causing EF3 damage. The tornado continued on the ground across Clermont County, crossing into Brown County at 1658 EST. The tornado then lifted south of Hamersville in western Brown County at 1702 EST. This tornado caused extensive damage to structures and trees along its entire path on both sides of the Ohio River. Numerous homes were very heavily damaged or destroyed. Many homes lost their roofs, having complete exterior wall failure. Some modular homes were completely removed from their foundations, lifted, and thrown in excess of 100 yards where they were destroyed. The damage in Ohio from this tornado was consistent with maximum winds estimated at 160 miles per hour in Clermont County, and 100 miles per hour in Brown County. The tornado traveled a total of 11.04 miles in Clermont County, and 2.69 miles in Brown County.","Thunderstorms developed during the afternoon in a high wind shear environment ahead of a strengthening low pressure system. Many of these storms became severe, with large hail, damaging thunderstorm winds, and tornadoes all being the main threats.",134
370170,ADAMS CO.,SEAMAN,03/02/2012,1725,Tornado, ,EF1,0,0,200000,0,OH,EST-5, ,61699,C,1,ILN,0,0,NWS Storm Survey, ,2.93,400,2,NNW,1,SSW,TRANQUILITY,03/02/2012,1728,38.955,-83.588,38.961,-83.534,"The tornado touched down in an open field west of Greenlee Road, about 1.2 miles northwest of Seaman. The first notable signs of damage occurred to a nearby pole barn, which partially collapsed. The tornado then moved just north of due east, snapping and uprooting numerous trees and large branches along Greenlee Road. There, some of the tin building material from the aforementioned barn was deposited. Additional tree damage continued into a grove along Mount Leigh Road. The tornado then crossed State Route 247 north of its intersection with Mount Leigh Road, about one mile north of Seaman. On the east side of the highway, a roof was partially removed from a single story home. Directly behind this home, two pole barns sustained heavy damage. Farther east, an aerial survey revealed continuous heavy tree damage along West Fork Ohio Brush Creek. The tornado caused destruction of outbuildings and roof damage to a single story home on State Route 770, just west of its intersection with Old State Route 32. The tornado then lifted. Based on the damage surveyed, the maximum estimated wind speed of this tornado was 100 mph.","Thunderstorms developed during the afternoon in a high wind shear environment ahead of a strengthening low pressure system. Many of these storms became severe, with large hail, damaging thunderstorm winds, and tornadoes all being the main threats.",135
370272,ADAMS CO.,BENTONVILLE,03/02/2012,1730,Tornado, ,EF0,0,0,30000,0,OH,EST-5, ,61699,C,1,ILN,0,0,NWS Storm Survey, ,0.15,25,3,NE,3,WSW,WEST UNION,03/02/2012,1731,38.7796,-83.5716,38.78,-83.5689,"The tornado briefly touched down, causing extensive damage to a barn. Some of the wooden debris from this barn was driven into the ground. Numerous trees in a nearby grove were snapped. Based on the damage surveyed, the maximum estimated wind speed of this tornado was 75 miles per hour.","Thunderstorms developed during the afternoon in a high wind shear environment ahead of a strengthening low pressure system. Many of these storms became severe, with large hail, damaging thunderstorm winds, and tornadoes all being the main threats.",136
370174,ADAMS CO.,WEST UNION,03/02/2012,1733,Tornado, ,EF2,1,2,2000000,25000,OH,EST-5, ,61699,C,1,ILN,0,0,NWS Storm Survey, ,11.07,330,1,NE,2,NNW,JONES CORNER,03/02/2012,1743,38.811,-83.5182,38.8417,-83.3163,"The tornado touched down just east of Highway 41, about 2 miles northeast of West Union. The tornado then traveled east northeast for just over 11 miles, destroying at least 5 mobile homes. Two homes were also damaged. One of these homes was built of brick. A 99 year old woman was in her mobile home in Tiffin Township when the tornado struck. She was injured from this tornado and passed away several days later. Two others were also injured from this tornado. A dozen cattle were killed and major power transmission poles were knocked over. Numerous trees were snapped or uprooted. Based on the damage surveyed, the maximum estimated wind speed of this tornado was 125 miles per hour.","Thunderstorms developed during the afternoon in a high wind shear environment ahead of a strengthening low pressure system. Many of these storms became severe, with large hail, damaging thunderstorm winds, and tornadoes all being the main threats.",137
370181,SCIOTO CO.,MT JOY,03/02/2012,1746,Tornado, ,EF0,0,0,10000,0,OH,EST-5, ,61699,C,145,ILN,0,0,NWS Storm Survey, ,0.19,100,2,WNW,2,WNW,MT JOY,03/02/2012,1747,38.9581,-83.207,38.9595,-83.204,"The tornado touched down near Highway 772 and Left Fork Road in extreme northwest Scioto County at 1746 EST, and traveled almost .2 miles before crossing into Pike County at 1747 EST. The path width of the tornado while in Scioto County was around 100 yards. The tornado progressed east northeast along and to the north of Camp Creek Road for nearly 4 miles in Pike County, before lifting at 1750 EST. While on the ground in Pike County, the path width of the tornado expanded to around 200 yards. Damage along the path of the tornado was primarily to trees, with numerous trees snapped and uprooted. A mobile home on Camp Creek Road was damaged with portions of the roof removed, causing an exterior wall to collapse. The resident of that home reported seeing a tornado on the ground approaching the home. Due to heavily forested terrain in this area, the path length and width are approximated as best as possible from accessible roads. Based on the damage surveyed, the maximum estimated wind speed of this tornado was 80 miles per hour in both Scioto and Pike Counties.","Thunderstorms developed during the afternoon in a high wind shear environment ahead of a strengthening low pressure system. Many of these storms became severe, with large hail, damaging thunderstorm winds, and tornadoes all being the main threats.",138
370176,SCIOTO CO.,OTWAY,03/02/2012,1746,Tornado, ,EF0,0,0,170000,10000,OH,EST-5, ,61699,C,145,ILN,0,0,NWS Storm Survey, ,2.04,100,2,SW,0,SW,OTWAY,03/02/2012,1748,38.8455,-83.2138,38.8663,-83.187,"The tornado touched down along Rocky Fork Road, about 2 miles southwest of Otway. The tornado snapped and uprooted numerous trees in groves as it moved northeast along Rocky Fork Road and Highway 348. The tornado then lifted just as it hit the town of Otway, where it damaged two homes and heavily damaged a fire station. Based on the damage surveyed, the maximum estimated wind speed of this tornado was 75 miles per hour.","Thunderstorms developed during the afternoon in a high wind shear environment ahead of a strengthening low pressure system. Many of these storms became severe, with large hail, damaging thunderstorm winds, and tornadoes all being the main threats.",139
370182,PIKE CO.,LADD,03/02/2012,1747,Tornado, ,EF0,0,0,25000,0,OH,EST-5, ,61699,C,131,ILN,0,0,NWS Storm Survey, ,3.95,200,2,SW,2,E,LADD,03/02/2012,1750,38.9595,-83.204,38.9823,-83.1365,"The tornado touched down near Highway 772 and Left Fork Road in extreme northwest Scioto County at 1746 EST, and traveled almost .2 miles before crossing into Pike County at 1747 EST. The path width of the tornado while in Scioto County was around 100 yards. The tornado progressed east northeast along and to the north of Camp Creek Road for nearly 4 miles in Pike County, before lifting at 1750 EST. While on the ground in Pike County, the path width of the tornado expanded to around 200 yards. Damage along the path of the tornado was primarily to trees, with numerous trees snapped and uprooted. A mobile home on Camp Creek Road was damaged with portions of the roof removed, causing an exterior wall to collapse. The resident of that home reported seeing a tornado on the ground approaching the home. Due to heavily forested terrain in this area, the path length and width are approximated as best as possible from accessible roads. Based on the damage surveyed, the maximum estimated wind speed of this tornado was 80 miles per hour in both Scioto and Pike Counties.","Thunderstorms developed during the afternoon in a high wind shear environment ahead of a strengthening low pressure system. Many of these storms became severe, with large hail, damaging thunderstorm winds, and tornadoes all being the main threats.",140
370184,PIKE CO.,CAMP,03/02/2012,1753,Tornado, ,EF0,0,0,25000,0,OH,EST-5, ,61699,C,131,ILN,0,0,NWS Storm Survey, ,2.77,100,3,N,2,WNW,SARGENTS,03/02/2012,1755,39.0121,-83.0978,39.0098,-83.0548,"The tornado touched down on the south side of Wynn Road and then followed the road. The tornado eventually crossed the road and lifted near Highway 104 southwest of Piketon. The damage from this tornado consisted of numerous large trees snapped off, uprooted, and lying in a convergent pattern toward the center of the most enhanced core of tree damage. One large tree landed on a mobile home, causing heavy structural damage. An eyewitness observed the tornado which corroborates the damage path. Based on the damage surveyed, the maximum estimated wind speed of this tornado was 75 miles per hour.","Thunderstorms developed during the afternoon in a high wind shear environment ahead of a strengthening low pressure system. Many of these storms became severe, with large hail, damaging thunderstorm winds, and tornadoes all being the main threats.",141
372151,CLINTON CO.,CLARKSVILLE,03/23/2012,1850,Tornado, ,EF0,0,0,50000,0,OH,EST-5, ,62186,C,27,ILN,0,0,NWS Storm Survey, ,0.37,50,0,WSW,0,N,CLARKSVILLE,03/23/2012,1851,39.3991,-83.9829,39.404,-83.9803,"The weak tornado touched down and produced a concentrated path of minor damage along 2nd street in the village of Clarksville. Numerous structures along 2nd street received very minor damage, including windows broken and roofing materials lifted and strewn downstream. In addition, fences and play sets were blown over, and trees were snapped or uprooted. Most of the damage occurred to roofs and tree tops, suggesting that this tornado was only weakly in contact with the ground. Based on the damage surveyed, the maximum wind speed of this tornado was estimated at 70 miles per hour.","An approaching upper level low pressure system combined with daytime heating to produce scattered thunderstorms across the Ohio Valley during the afternoon and evening. An environment with moderate instability and strong low level shear allowed thunderstorms to become severe, leading to the possibility of large hail, damaging winds, and weak tornadoes.",142
372152,WARREN CO.,BLACKHAWK,03/23/2012,1930,Tornado, ,EF0,0,0,20000,0,OH,EST-5, ,62186,C,165,ILN,0,0,NWS Storm Survey, ,0.44,50,0,N,1,NE,BLACKHAWK,03/23/2012,1931,39.3218,-84.0703,39.3259,-84.064,"The tornado touched down and caused damage to a pole barn, where roofing was removed and strewn downstream nearly a quarter of a mile. Some wood from the barn was blown upstream of the tornado path and driven into the roof of the residence where the barn was damaged. The tornado then caused damage mainly to trees, with several trees uprooted or snapped off. Based on the damage surveyed, the maximum estimated wind speed of the tornado was 75 miles per hour.","An approaching upper level low pressure system combined with daytime heating to produce scattered thunderstorms across the Ohio Valley during the afternoon and evening. An environment with moderate instability and strong low level shear allowed thunderstorms to become severe, leading to the possibility of large hail, damaging winds, and weak tornadoes.",143
381296,WARREN CO.,LEBANON WARREN CO AR,05/01/2012,1720,Tornado, ,EF0,0,0,5000,0,OH,EST-5, ,63724,C,165,ILN,0,0,NWS Storm Survey, ,0.01,10,1,ESE,1,ESE,LEBANON WARREN CO AR,05/01/2012,1721,39.44,-84.23,39.44,-84.2299,"The brief tornado touched down and caused damage to one structure, auto damage, and damage to outdoor furniture. Based on the damage surveyed, the maximum estimated wind speed of this tornado was 80 miles per hour.","A warm front lifting across the Ohio Valley during the morning brought into the area a very unstable airmass. Numerous thunderstorms developed during the afternoon and evening. The environment was favorable for large hail and damaging winds. However, a few boundaries helped to produce localized favorable conditions for tornadoes. In addition, some storms occurred repeatedly over the same areas, causing an increased risk for flash flooding and flooding to occur.",144
381301,WARREN CO.,GENNTOWN,05/01/2012,1724,Tornado, ,EF0,0,0,10000,0,OH,EST-5, ,63724,C,165,ILN,0,0,NWS Storm Survey, ,0.03,50,1,W,1,W,GENNTOWN,05/01/2012,1725,39.47,-84.19,39.4701,-84.1894,"The tornado touched down and uprooted or snapped about 10 to 15 trees. Minor structural damage also occurred. Based on the damage surveyed, the maximum estimated wind speed of this tornado was 80 miles per hour.","A warm front lifting across the Ohio Valley during the morning brought into the area a very unstable airmass. Numerous thunderstorms developed during the afternoon and evening. The environment was favorable for large hail and damaging winds. However, a few boundaries helped to produce localized favorable conditions for tornadoes. In addition, some storms occurred repeatedly over the same areas, causing an increased risk for flash flooding and flooding to occur.",145
407353,TRUMBULL CO.,GIRARD,08/05/2012,1335,Tornado, ,EF0,0,0,150000,0,OH,EST-5, ,67020,C,155,CLE,0,0,NWS Storm Survey, ,4.05,25,1,N,0,SSE,SODOM,08/05/2012,1345,41.1642,-80.7037,41.1755,-80.6274,"An EF0 tornado touched down in Girard, Ohio at the intersection of Park Avenue and Smithsonian Street.  Maximum winds were estimated between 60 and 70 mph.  The storm tracked east northeast at approximately 25 mph to Warner Road east of Loganway Avenue. The tornado was in contact with the ground intermittently during its 4 mile path length from Girard across Liberty Township. The damage path was generally 25 yards in width.  Most of the damage occurred to trees.  Trees were snapped and uprooted.  At least 4 cars were damaged by falling trees.  Branches were downed.  Minor damage was also observed to roof tops, chimneys, signs and out buildings.","A trailing cold front associated with an area of low pressure over Ontario moved across Northern Ohio during the afternoon hours.  Low level convergence and moisture were enhanced along the front and combined to form a brief EF0 tornado out of a line of showers.  The shallow tornado circulation was not visible on regional radars but numerous reports of the tornado were relayed from local law enforcement.",146
411919,CLERMONT CO.,WILLIAMS CORNERS,09/07/2012,2336,Tornado, ,EF0,0,0,40000,0,OH,EST-5, ,68691,C,25,ILN,0,0,NWS Storm Survey, ,0.21,25,0,ENE,1,NE,WILLIAMS CORNERS,09/07/2012,2337,39.173,-84.144,39.175,-84.141,"The tornado touched down near the intersection of Route 131 and Belfast-Owensville Road. Three homes and a barn with a garage sustained anywhere from minor to major roof damage. A porch was lifted from a home and thrown several yards. Based on the damage surveyed, the maximum wind speed of this tornado was estimated at 70 to 75 miles per hour.","A strong trough helped to produce a quasi linear convective system that moved across the Ohio Valley during the late evening hours into the early morning hours. The main threats from this system were damaging winds, sub severe hail, and isolated weak tornadoes.",147
457944,VAN WERT CO.,WILLSHIRE,06/12/2013,2227,Tornado, ,EF0,0,0,0,0,OH,EST-5, ,75870,C,161,IWX,0,0,NWS Storm Survey, ,0.64,80,1,ESE,1,NNW,WILLSHIRE OSBORN ARP,06/12/2013,2230,40.7469,-84.8016,40.7448,-84.7897,"A circulation touched down on the west side of Willshire, along State Road 81 near the Indiana/Ohio State Line.  The tornado traveled southeast down Green Street to the intersection of Green Street and State Route 49.  An eyewitness observed the funnel make contact with the ground in his yard, snap off two large trees and continue down the street.  The survey revealed additional tree damage along the path.  Another eyewitness observed condensation vortices being injected into the funnel as his garage was rolled off its foundation.  A portion of a house roof was removed and thrown over a neighbor���s home.  A total of 13 homes suffered varying degrees of damage.  The circulation was on the ground less than 3 minutes with a maximum width of 80 yards and maximum wind speeds around 85 mph.  The same storm continued into Mercer County and later produced another weak tornado.","Influenced by a highly unstable, but strongly capped atmosphere ahead of a frontal boundary moving out of Illinois, the combination of 3000 to 4000 j/kg surface based CAPE, mid-level lapse rates between 8 and 9 C/km and 0-6 km deep layer shear of 35 to 55 knots set the stage for rapid supercellular development. The convection transitioned to clusters of bowing segments as storms congealed producing an increased risk for high end damaging wind. Broad, but strong rotation established quickly in the initial storms, allowing for rapid production of hail, some exceeding gold ball size. Numerous funnel clouds were reported in the early stages of the event, indicating conditions were favorable for tornadic development. However, the development of tornadoes was severely limited due to just enough mixed layer inhibition in the lowest levels.",148
458964,MERCER CO.,ROCKFORD,06/12/2013,2235,Tornado, ,EF0,0,0,40000,0,OH,EST-5, ,76076,C,107,ILN,0,0,NWS Storm Survey, ,0.06,100,4,NW,4,NW,ROCKFORD,06/12/2013,2236,40.72,-84.68,40.7201,-84.6788,"The tornado briefly touched down to the West of River Train Road. Ten percent of a large aluminum barn was removed and had four garage doors blown out. Some of the debris from this building caused collateral impact damage to surrounding structures on both north and south facing aspects. A large dent occurred near the top of the southwest side of a grain silo. Another aluminum building incurred siding damage and a second story window was blown in from the south. This property was surrounded by farmland and no additional damage was noted in the area. Based on the damage surveyed, the maximum wind speed from this tornado was estimated to be 75 miles per hour.","An organized line of convection moved across portions of central Indiana and Ohio during the late evening hours of June 12, lasting into the early morning hours of June 13. The main threats from these storms were damaging winds and isolated weak tornadoes.",149
459869,HENRY CO.,NEW BAVARIA,06/12/2013,2255,Tornado, ,EF0,0,0,0,0,OH,EST-5, ,75870,C,69,IWX,0,0,NWS Storm Survey, ,0.04,25,3,ESE,3,ESE,NEW BAVARIA,06/12/2013,2256,41.1852,-84.109,41.1855,-84.1085,"Eyewitness reports and a National Weather Service Damage survey indicate a circulation quickly formed and touched down on the leading edge of a larger area of downburst winds along County Road Y, west of County Road 12A.  The tornado caused some minor roof damage to a residence and snapped or uprooted several trees in the immediate area (DI: TH DOD: 3); some debarking of tree tops was observed.  Wet ground likely aided uprooting of trees.  Shortly after touchdown, the tornado became outflow dominant and quickly dissipated with debris being carried by straight line winds to the east.  Maximum path length was 50 yards with a maximum width of 25 yards.  Wind speeds were estimated at around 85 mph.","Influenced by a highly unstable, but strongly capped atmosphere ahead of a frontal boundary moving out of Illinois, the combination of 3000 to 4000 j/kg surface based CAPE, mid-level lapse rates between 8 and 9 C/km and 0-6 km deep layer shear of 35 to 55 knots set the stage for rapid supercellular development. The convection transitioned to clusters of bowing segments as storms congealed producing an increased risk for high end damaging wind. Broad, but strong rotation established quickly in the initial storms, allowing for rapid production of hail, some exceeding gold ball size. Numerous funnel clouds were reported in the early stages of the event, indicating conditions were favorable for tornadic development. However, the development of tornadoes was severely limited due to just enough mixed layer inhibition in the lowest levels.",150
459881,HENRY CO.,HAMLER,06/12/2013,2259,Tornado, ,EF1,0,0,0,0,OH,EST-5, ,75870,C,69,IWX,0,0,NWS Storm Survey, ,0.43,50,1,NNW,1,N,HAMLER,06/12/2013,2301,41.2452,-84.0358,41.2475,-84.028,"A NWS survey of damage north of Hamler indicated a circulation quickly intensified and touched down onto a barn, destroying it and throwing the debris to the northeast for nearly a half mile (DI: SBO DI: 6). Several large trees in the immediate area were snapped. An adjacent soybean field indicated a convergent wind pattern which continued towards a small grove of trees where the tornado dissipated. The maximum width was 50 yards with maximum wind speeds estimated at 95 mph.","Influenced by a highly unstable, but strongly capped atmosphere ahead of a frontal boundary moving out of Illinois, the combination of 3000 to 4000 j/kg surface based CAPE, mid-level lapse rates between 8 and 9 C/km and 0-6 km deep layer shear of 35 to 55 knots set the stage for rapid supercellular development. The convection transitioned to clusters of bowing segments as storms congealed producing an increased risk for high end damaging wind. Broad, but strong rotation established quickly in the initial storms, allowing for rapid production of hail, some exceeding gold ball size. Numerous funnel clouds were reported in the early stages of the event, indicating conditions were favorable for tornadic development. However, the development of tornadoes was severely limited due to just enough mixed layer inhibition in the lowest levels.",151
460286,HENRY CO.,MALINTA,06/12/2013,2302,Tornado, ,EF1,0,0,0,0,OH,EST-5, ,75870,C,69,IWX,0,0,NWS Storm Survey, ,0.17,75,2,SE,2,SE,MALINTA,06/12/2013,2303,41.2976,-84.0059,41.299,-84.0031,"A NWS Storm survey indicated that a circulation rapidly touched down at a residence on the south side of County Road J.   A detached garage suffered extensive damage, as well as an adjacent barn suffering total loss of its roof (DI: SBO, DOD: 4).  The tornado continued northeast with debris from the residence impacting a two story home, causing the destruction of a porch, as well as a large hole punched into the west side of the upper story of the house (DI: FR12, DOD: 4).  A large pine tree had the top half snapped off and then thrown roughly 50 feet to rest against other trees on the property.  The tornado continued across a field into a small grove of trees, where the tornado likely became outflow dominant and dissipated.  While damage to the second residence could indicate much stronger wind speeds, a maximum wind speed of 95 mph was estimated due to the impacts of larger debris from the point of touchdown.  The maximum width of the tornado was around 75 yards.","Influenced by a highly unstable, but strongly capped atmosphere ahead of a frontal boundary moving out of Illinois, the combination of 3000 to 4000 j/kg surface based CAPE, mid-level lapse rates between 8 and 9 C/km and 0-6 km deep layer shear of 35 to 55 knots set the stage for rapid supercellular development. The convection transitioned to clusters of bowing segments as storms congealed producing an increased risk for high end damaging wind. Broad, but strong rotation established quickly in the initial storms, allowing for rapid production of hail, some exceeding gold ball size. Numerous funnel clouds were reported in the early stages of the event, indicating conditions were favorable for tornadic development. However, the development of tornadoes was severely limited due to just enough mixed layer inhibition in the lowest levels.",152
